gene	transcript	n_transcript	n_gene
MYCBP+GJA9+GJA9-MYCBP	NR_037636.1,NR_037635.1,NR_037634.1,NR_037633.1,NR_037637.1,NR_037632.1,NM_012333.5,NM_030772.5	8	3
RHBDL2	NM_001304746.2,NM_017821.5	2	1
AKIRIN1	NM_001136275.1,NM_024595.3	2	1
NDUFS5	NM_001184979.1,NM_004552.3	2	1
PPIEL	NR_003929.2,NR_144356.1,NR_144354.1,NR_144355.1,NR_144357.1	5	1
PABPC4	NM_001135653.2,NM_003819.4,NM_001135654.2	3	1
HPCAL4	NM_001282396.1,NM_016257.4,NM_001282397.1	3	1
PPIE	NM_203456.2,NM_001195007.1,NM_001319293.1,NR_036543.1,NR_036544.1,NM_006112.4	6	1
TRIT1	NM_017646.6,NM_001312692.1,NM_001312691.1,NR_132412.1,NR_132413.1,NR_132407.1,NR_132410.1,NR_132409.1,NR_132402.1,NR_132415.1,NR_132406.1,NR_132403.1,NR_132414.1,NR_132401.1,NR_132408.1,NR_132404.1,NR_132405.1	17	1
MYCL	NM_001033082.3,NM_001033081.3,NM_005376.5	3	1
MFSD2A	NM_001287808.1,NM_001136493.3,NM_001349821.2,NM_001349823.2,NR_109896.2,NM_001349822.2,NM_032793.5,NM_001287809.2	8	1
CAP1	NM_001350479.1,NM_001350480.1,NM_001350478.1,NM_001350476.1,NM_001105530.1,NM_001350475.1,NM_001350482.1,NM_001330502.1,NM_001350483.1,NM_001350484.1,NM_001350485.1,NM_006367.3,NM_001350477.2,NM_001350481.1	14	1
PPT1	NM_001363695.2,NM_001142604.2,NM_000310.3	3	1
SMAP2	NM_022733.3,NM_001198978.1,NM_001198979.1,NM_001198980.1	4	1
ZFP69B	NM_001369565.1,NM_023070.3	2	1
ZFP69	NM_001320179.2,NM_001320178.2,NM_198494.3	3	1
EXO5	NM_001346949.1,NM_001346953.1,NM_001346946.1,NM_022774.2,NM_001346948.1,NM_001346956.1,NM_001346954.1,NM_001346952.1,NM_001346951.1,NM_001346947.1,NM_001346955.1,NM_001346950.1	12	1
NFYC	NM_014223.5,NM_001142588.2,NM_001142587.2,NM_001142589.2,NM_001142590.2,NM_001308115.2,NM_001308114.1	7	1
KCNQ4	NM_004700.4,NM_172163.3	2	1
CTPS1	NM_001905.4,NR_125440.2,NM_001301237.2	3	1
SLFNL1	NM_001300859.2,NM_144990.4,NM_001168247.2	3	1
SCMH1	NM_001031694.2,NM_001172222.2,NR_135092.1,NM_001350668.1,NM_001172221.1,NM_001172220.2,NM_001172219.2,NM_001350667.2,NM_001172218.2,NM_012236.4	10	1
EDN2	NR_126098.2,NM_001302269.2,NM_001956.5	3	1
HIVEP3	NM_001127714.3,NM_024503.5,NR_038261.2,NR_038260.2	4	1
FOXJ3	NM_001198852.1,NM_001198851.2,NM_001198850.2,NM_014947.5	4	1
ZMYND12	NM_001146192.1,NM_032257.5	2	1
PPCS+CCDC30	NM_001355226.2,NM_001287506.1,NM_001287507.1,NM_001077447.2,NM_001287509.1,NM_001287508.1,NM_001287510.1,NM_001287511.1,NM_024664.4,NM_001355224.2,NM_001355227.2,NM_001080850.3	12	2
PPIH	NM_001330510.2,NM_006347.4	2	1
YBX1	NM_004559.5,NR_132737.2	2	1
CLDN19	NM_001185117.1,NM_001123395.2,NM_148960.3	3	1
P3H1	NM_001146289.1,NM_001243246.1,NM_022356.4	3	1
C1orf50	NM_024097.4,NR_040733.2	2	1
ERMAP	NM_001017922.2,NM_018538.3	2	1
ZNF691	NM_015911.3,NM_001242739.2	2	1
EBNA1BP2	NM_001159936.1,NM_006824.2	2	1
CFAP57	NM_001195831.3,NM_152498.3,NM_001167965.1	3	1
TMEM125	NM_001320244.2,NM_144626.3	2	1
C1orf210	NM_001164829.2,NM_182517.3	2	1
TIE1	NM_001253357.2,NM_005424.5	2	1
ELOVL1	NM_001256399.1,NM_001256401.1,NM_001256402.2,NM_022821.4,NR_046117.2	5	1
MED8	NM_052877.5,NM_201542.5,NM_001001653.3	3	1
SZT2	NM_001365999.1,NM_015284.4	2	1
HYI	NM_001330526.2,NM_031207.6,NM_001190880.2,NM_001243526.1	4	1
PTPRF	NM_001329137.1,NM_001329138.1,NM_130440.3,NM_001329140.1,NM_001329139.1,NM_002840.5	6	1
ST3GAL3	NM_174965.3,NM_001270466.2,NM_001270465.2,NM_001350620.2,NM_001270461.3,NR_073019.3,NM_174971.5,NM_001270459.2,NR_073023.3,NR_073017.3,NM_174966.4,NM_001270464.3,NM_001270462.3,NR_146867.2,NR_073021.3,NR_073020.3,NM_001270463.3,NM_174968.5,NM_001350619.2,NM_006279.5,NM_001363573.2,NM_001350621.2,NM_174964.4,NR_073018.3,NM_174963.5,NM_174967.4,NR_073016.3,NM_001270460.2,NM_174969.4,NM_174970.4	30	1
ARTN	NM_057090.2,NM_001136215.2,NM_057091.3	3	1
DPH2	NM_001319168.2,NM_001319165.2,NM_001319167.2,NM_001039589.2,NM_001319171.2,NM_001319169.2,NM_001319170.2,NM_001384.5,NM_001319166.2	9	1
ATP6V0B	NM_001294333.2,NM_001039457.3,NM_004047.5	3	1
B4GALT2	NM_003780.4,NM_030587.2,NM_001005417.2	3	1
CCDC24	NM_001349127.1,NM_152499.4,NR_146064.2,NM_001349128.1,NM_001349129.1	5	1
SLC6A9	NM_001328628.1,NM_001328629.1,NM_001328626.2,NM_006934.4,NM_001328630.2,NM_001328627.1,NM_001261380.2,NR_048548.2,NM_201649.4,NM_001024845.3	10	1
DMAP1	NM_001034023.2,NM_001034024.2,NM_019100.5	3	1
ERI3	NM_001301698.2,NM_001301699.1,NM_001301701.1,NM_001301700.1,NM_024066.3	5	1
ERI3-IT1	NR_110056.1,NR_046817.1	2	1
RNF220	NM_001319956.1,NM_018150.4,NM_001319957.2	3	1
TMEM53	NM_024587.4,NM_001300747.2,NM_001300746.1,NM_001300748.2	4	1
KIF2C	NM_006845.4,NM_001297655.2,NM_001297656.2,NM_001297657.2	4	1
PTCH2	NM_001166292.1,NM_003738.5	2	1
EIF2B3	NM_020365.5,NM_001261418.1,NM_001166588.2	3	1
UROD	NR_036510.2,NR_158184.1,NR_158185.1,NM_000374.5	4	1
MUTYH	NM_001293190.1,NM_001048171.1,NM_001293192.1,NM_001048174.1,NM_001293191.1,NR_146882.1,NM_012222.2,NM_001293195.1,NM_001293196.1,NM_001048172.1,NM_001128425.1,NM_001048173.1,NM_001350651.1,NR_146883.1,NM_001350650.1	15	1
TESK2	NM_007170.3,NM_001320800.2	2	1
CCDC163	NR_033298.3,NM_001358407.2,NM_001102601.3,NR_152412.2,NR_152414.2,NR_152413.2,NM_001358406.2,NR_033297.3,NR_152411.2	9	1
MMACHC	NM_001330540.2,NM_015506.3	2	1
PRDX1	NM_002574.3,NM_001202431.1,NM_181696.2,NM_181697.3	4	1
AKR1A1	NM_001202413.1,NM_153326.3,NM_001202414.2,NM_006066.4	4	1
NASP	NM_001195193.1,NM_002482.4,NM_152298.4	3	1
CCDC17	NM_001114938.3,NM_001190182.2	2	1
IPP	NM_001145349.1,NM_005897.3	2	1
MAST2	NM_001324320.1,NM_015112.3,NM_001319245.1,NM_001324321.1	4	1
PIK3R3+P3R3URF+LOC110117498-PIK3R3	NM_001303427.2,NM_001328654.2,NM_001303429.2,NM_001328652.2,NM_001328653.2,NM_001114172.1,NM_001328648.1,NM_001328651.1,NR_137329.2,NM_001328649.1,NM_001328650.1,NM_001303428.1,NM_003629.4,NM_001328655.2	14	3
POMGNT1	NM_001290129.1,NM_001243766.1,NM_001290130.1,NM_017739.3	4	1
RAD54L	NM_001370766.1,NM_001142548.1,NM_003579.4	3	1
UQCRH	NM_006004.4,NM_001297566.2,NM_001297565.2	3	1
NSUN4	NR_045790.1,NR_045791.1,NR_045789.1,NM_199044.3,NM_001256128.2,NM_001256127.2	6	1
DMBX1	NM_172225.2,NM_147192.3	2	1
KNCN	NM_001322255.1,NM_001097611.1	2	1
MKNK1	NM_001135553.4,NR_024174.3,NR_024176.3,NM_198973.5,NR_146512.2,NM_003684.7	6	1
MOB3C	NM_201403.2,NM_145279.4	2	1
ATPAF1	NM_001256418.1,NM_001042546.2,NM_022745.4,NM_001243728.1	4	1
TEX38	NM_001300863.2,NM_001300864.2,NM_001145474.4	3	1
EFCAB14-AS1	NR_038827.1,NR_038828.1	2	1
CYP4B1	NM_000779.4,NM_001319163.2,NM_001099772.2,NM_001319162.2,NR_135003.2,NM_001319161.2	6	1
CYP4A11	NR_134990.2,NR_134992.2,NR_134988.2,NM_001363587.2,NR_134994.2,NR_134989.2,NR_134993.2,NM_000778.4,NR_134991.2,NM_001319155.2	10	1
CYP4X1	NM_001320289.1,NM_001320290.2,NM_178033.2	3	1
CYP4A22	NM_001308102.1,NM_001010969.4	2	1
TAL1	NM_001290405.1,NM_001290403.1,NM_001290404.1,NM_003189.5,NM_001287347.2,NM_001290406.2	6	1
STIL	NM_001282936.1,NM_003035.2,NM_001282937.1,NM_001282939.1,NM_001282938.1,NM_001048166.1	6	1
CMPK1	NM_001136140.2,NR_046394.2,NM_001366135.1,NR_046395.2,NM_016308.3	5	1
SLC5A9	NM_001011547.3,NM_001135181.2	2	1
SPATA6	NM_001286239.1,NM_019073.4,NM_001286238.2	3	1
AGBL4	NM_001323573.2,NM_001323575.2,NM_001323574.2,NR_136623.2,NM_032785.4	5	1
BEND5	NM_024603.4,NM_001302082.1,NM_001349794.1,NR_146232.1,NM_001349793.1,NM_001349795.1	6	1
ELAVL4	NM_001324208.2,NM_001144777.3,NM_001144776.3,NM_001144775.3,NM_001324209.2,NM_001324212.2,NM_001324216.1,NM_021952.5,NM_001144774.3,NM_001294348.2,NM_001324215.2,NR_136725.2,NM_001324214.2,NM_001324213.2,NM_001324217.2	15	1
CDKN2C	NM_001262.2,NM_078626.3	2	1
TTC39A	NM_001080494.3,NM_001297667.1,NM_001297666.1,NM_001297663.1,NM_001144832.2,NM_001297664.1,NM_001297665.1,NM_001297662.2	8	1
EPS15	NM_001159969.2,NM_001981.3	2	1
OSBPL9	NM_001350208.2,NM_001350209.2,NM_024586.6,NM_148909.4,NM_148906.3,NM_148908.4,NR_036662.2,NM_148905.4,NM_001330580.2,NM_001350210.2,NM_148907.3,NM_148904.4	12	1
NRDC+MIR761	NM_002525.2,NM_001242361.1,NM_001101662.1,NR_031580.1	4	2
KTI12+TXNDC12	NM_015913.4,NR_046405.1,NR_046406.1,NM_138417.3	4	2
BTF3L4	NM_001243767.1,NM_001136497.2,NM_152265.5	3	1
ZFYVE9	NM_007324.4,NM_004799.3	2	1
CC2D1B	NM_032449.2,NM_001330585.2	2	1
ORC1	NM_001190818.1,NM_004153.4,NM_001190819.1	3	1
TUT4	NM_015269.2,NM_001009881.3	2	1
SHISAL2A	NR_135156.2,NR_135157.2,NM_001042693.3	3	1
ZYG11A	NM_001307931.2,NM_001004339.3	2	1
ECHDC2	NM_001198961.2,NM_018281.4,NM_001198962.1,NM_001319958.2	4	1
SCP2	NM_001007098.2,NM_001330587.1,NM_001193600.2,NM_001193599.2,NM_002979.5,NM_001193617.2,NM_001007100.3,NM_001007099.3,NM_001007250.2	9	1
PODN	NM_001199081.3,NM_153703.5,NM_001199080.4	3	1
SLC1A7	NR_109858.2,NM_006671.6,NM_001287597.2,NM_001287595.2,NM_001287596.2	5	1
CPT2	NM_000098.3,NM_001330589.2	2	1
CZIB	NM_017887.3,NM_001304759.1,NM_001304760.1,NR_130897.1	4	1
LRP8	NM_033300.4,NM_001018054.3,NM_004631.5,NM_017522.5	4	1
GLIS1	NM_147193.2,NM_001367484.1	2	1
NDC1	NM_018087.5,NR_033142.2,NM_001168551.2	3	1
YIPF1	NR_036639.2,NM_018982.5,NR_036640.2,NR_135075.2	4	1
DIO1	NM_213593.5,NM_001324316.2,NR_136693.2,NM_001039715.3,NM_001039716.3,NM_000792.7,NR_136692.2	7	1
HSPB11	NR_133632.1,NR_133633.1,NM_016126.3,NM_001316935.1	4	1
LRRC42	NM_052940.5,NM_001256409.2	2	1
LDLRAD1	NM_001276393.1,NM_001010978.4,NM_001276394.2,NM_001276392.1,NM_001276395.2	5	1
TMEM59	NM_001305052.1,NM_001305050.2,NM_001305051.1,NM_004872.5,NM_001305043.2,NM_001305049.1,NM_001305066.1	7	1
TCEANC2	NM_153035.3,NR_130900.2	2	1
CDCP2	NM_001353655.1,NM_201546.4	2	1
CYB5RL	NM_001353354.2,NM_001031672.4,NM_001353353.2,NR_148414.2,NM_001353356.1	5	1
MRPL37	NM_001330602.1,NM_016491.3	2	1
SSBP3	NM_001009955.4,NM_145716.4,NM_018070.5	3	1
ACOT11	NM_015547.4,NM_147161.4	2	1
MROH7-TTC4+MROH7+TTC4	NR_037640.2,NR_111931.1,NR_037639.2,NR_037641.2,NR_026782.2,NM_001291332.1,NM_001039464.4,NM_001291333.1,NM_004623.5	9	3
TTC22	NM_001114108.2,NM_017904.4	2	1
LEXM	NM_001110533.1,NM_152607.3	2	1
PCSK9	NM_174936.4,NR_110451.1	2	1
C8B	NM_000066.4,NM_001278544.1,NM_001278543.1	3	1
DAB1	NM_001353983.1,NM_001365792.1,NM_001353985.2,NM_001365793.1,NM_021080.5,NM_001353986.2,NM_001365795.1,NM_001353980.1,NM_001365794.1	9	1
DAB1-AS1	NR_104362.2,NR_104363.2,NR_104365.2,NR_104364.2	4	1
LINC01135	NR_108106.1,NR_034015.1,NR_034014.1	3	1
FGGY	NM_001350798.2,NM_001350797.2,NM_001350793.2,NM_001350796.2,NM_001113411.2,NR_103473.2,NM_001350795.2,NM_018291.4,NM_001350790.2,NM_001244714.2,NM_001350799.2,NM_001350792.2,NM_001350791.2,NM_001350794.2,NM_001278224.2	15	1
CYP2J2	NR_134981.1,NM_000775.4,NR_134982.1	3	1
NFIA-AS2	NR_110617.1,NR_110618.1	2	1
NFIA	NM_001145511.2,NM_001145512.2,NM_005595.5,NM_001134673.4	4	1
TM2D1	NM_032027.3,NR_135160.1,NR_135162.1,NR_135161.1	4	1
PATJ	NM_001350145.2,NM_176877.4	2	1
L1TD1	NM_001164835.2,NM_019079.5	2	1
KANK4	NM_181712.5,NM_001320269.2	2	1
USP1	NM_001017416.1,NM_001017415.1,NM_003368.5	3	1
DOCK7	NM_001330614.1,NM_033407.3,NM_001367561.1,NM_001272001.1,NM_001272000.1,NM_001271999.1,NM_001272002.2	7	1
ATG4C	NM_178221.2,NM_032852.4	2	1
LINC01739	NR_146607.1,NR_146606.1,NR_146605.1	3	1
FOXD3-AS1	NR_121634.1,NR_121637.1,NR_121635.1,NR_121636.1	4	1
ITGB3BP	NM_001206739.1,NM_014288.4,NM_001347148.1,NM_001347145.1,NR_045147.1,NM_001347147.1	6	1
PGM1	NM_002633.3,NM_001172819.1,NM_001172818.1	3	1
ROR1	NM_005012.4,NM_001083592.2	2	1
ROR1-AS1	NR_110666.1,NR_110665.1	2	1
UBE2U	NM_001366233.2,NM_001366235.1,NM_001366232.2,NR_158768.1,NM_001366234.2,NR_158769.2,NM_152489.3	7	1
CACHD1	NM_020925.4,NM_001293274.1	2	1
RAVER2	NM_001366165.1,NM_018211.4	2	1
JAK1	NM_001321856.1,NM_001320923.1,NM_001321852.2,NM_002227.4,NM_001321854.2,NM_001321853.2,NM_001321857.2,NM_001321855.2	8	1
AK4	NM_203464.2,NM_001005353.2,NM_013410.4,NM_001330616.2	4	1
DNAJC6	NM_001256865.1,NM_014787.4,NM_001256864.2	3	1
LEPR+LEPROT	NM_002303.5,NM_001003680.3,NM_001003679.3,NM_001198683.2,NM_017526.5,NM_001198681.1,NM_001198687.2,NM_001198689.1,NM_001198688.1	9	2
PDE4B	NM_001037341.1,NM_001297440.1,NM_002600.4,NM_001297441.1,NM_001037340.2,NM_001037339.2,NM_001297442.2	7	1
SGIP1	NM_001308203.2,NM_001350218.2,NM_032291.4,NM_001350217.2	4	1
WDR78	NM_024763.5,NM_207014.3	2	1
MIER1	NM_001278215.1,NM_001146111.1,NM_001146113.1,NM_001077703.3,NM_001077702.3,NM_001146110.2,NM_001146112.2,NM_020948.4,NM_001077700.3,NM_001350530.2,NM_001077701.3,NM_001077704.3	12	1
C1orf141	NM_001276351.2,NM_001276352.2,NR_075077.2	3	1
IL12RB2	NM_001258214.1,NR_047583.1,NM_001559.2,NM_001319233.1,NM_001258215.1,NR_047584.1,NM_001258216.1	7	1
SERBP1	NM_001018069.2,NM_001018067.2,NM_015640.4,NM_001018068.2	4	1
GADD45A	NM_001199741.2,NM_001924.4,NM_001199742.2	3	1
WLS	NM_001002292.3,NM_001193334.1,NM_024911.7	3	1
DEPDC1	NM_017779.6,NM_001114120.3	2	1
LRRC7	NM_001330635.2,NM_001366836.2,NM_001366839.2,NM_001366838.2,NM_001370785.1,NM_001366837.2,NM_001366840.1,NM_001366841.1,NM_001350216.2,NM_001366842.1	10	1
SRSF11	NM_001350608.2,NM_001190987.3,NM_004768.5,NM_001350606.2,NM_001350607.2,NM_001350609.2,NM_001350612.2,NM_001350613.2,NM_001350616.2,NM_001350605.2,NR_146810.2,NM_001350610.2,NM_001350615.2,NM_001350611.2,NM_001350614.2	15	1
HHLA3	NM_001031693.3,NM_001036646.2,NM_001036645.2,NR_027404.2	4	1
CTH	NM_153742.4,NM_001190463.1,NM_001902.6	3	1
PTGER3	NM_198714.2,NR_028292.2,NM_198716.2,NR_028294.2,NM_198717.2,NR_028293.2,NM_001126044.2,NM_198718.2,NM_198719.2,NM_198715.3	10	1
ZRANB2	NM_203350.3,NM_005455.5	2	1
LINC01360	NR_110677.1,NR_110676.1	2	1
LRRIQ3	NM_001105659.2,NM_001322315.2	2	1
FPGT-TNNI3K+TNNI3K+FPGT	NM_003838.4,NM_001199328.2,NM_001199329.2,NM_001199327.1,NM_001112808.2,NM_015978.3	6	3
LRRC53	NM_001364666.1,NM_001364665.1	2	1
ERICH3-AS1	NR_121671.1,NR_121670.1	2	1
CRYZ	NM_001889.4,NM_001130043.1,NM_001134759.1,NM_001130042.1	4	1
TYW3	NM_001162916.1,NM_138467.3,NR_027962.1	3	1
LHX8	NM_001001933.1,NM_001256114.2	2	1
SLC44A5	NM_001320287.2,NM_001320285.2,NM_001130058.2,NM_152697.5,NM_001320283.2	5	1
ACADM	NM_001286043.1,NM_000016.5,NM_001286044.1,NM_001286042.1,NM_001127328.2	5	1
RABGGTB	NR_073562.1,NM_004582.4	2	1
ASB17	NM_080868.3,NR_026546.3	2	1
ST6GALNAC3	NM_001349111.2,NM_001160011.3,NM_001349108.2,NM_152996.4,NM_001349110.2,NM_001349105.2,NM_001349106.2,NR_146056.2,NM_001349107.2,NM_001349109.2	10	1
ST6GALNAC5	NM_030965.3,NM_001320273.2,NM_001320274.2	3	1
AK5	NM_174858.3,NM_012093.4	2	1
ZZZ3	NM_015534.6,NM_001308237.1	2	1
USP33	NM_201624.2,NM_015017.4,NM_201626.3	3	1
MIGA1	NM_001270384.1,NM_198549.3,NM_001363586.1,NM_001363583.1,NM_001363584.1	5	1
NEXN	NM_144573.3,NM_001172309.1	2	1
FUBP1	NR_146539.2,NR_146540.2,NR_130152.2,NM_003902.4,NM_001303433.1	5	1
DNAJB4	NM_001317100.1,NM_001317101.1,NM_001317102.1,NM_001317099.1,NM_001317103.1,NM_007034.5	6	1
GIPC2	NM_001304725.2,NM_017655.6	2	1
PTGFR	NM_000959.4,NM_001039585.2	2	1
IFI44	NR_135641.1,NR_135640.1,NM_006417.5	3	1
LINC01781	NR_125940.1,NR_125941.1,NR_125942.1	3	1
ADGRL2	NM_001366003.1,NM_001366004.1,NM_001366008.1,NM_001297704.2,NM_001350699.2,NM_001366005.1,NM_001330645.2,NM_001297706.2,NM_001297705.2,NM_012302.4,NM_001350698.2,NM_001366002.1,NM_001366006.1,NM_001366009.1,NM_001366007.1	15	1
LINC01361	NR_110632.1,NR_110633.1	2	1
TTLL7	NM_001350214.2,NM_001350215.2,NM_024686.6	3	1
PRKACB	NM_002731.3,NM_207578.3,NM_182948.4,NM_001300916.2,NM_001242859.2,NM_001242857.2,NM_001242858.2,NM_001300917.2,NM_001242860.2,NM_001242861.2,NM_001300915.2,NM_001242862.2	12	1
SAMD13	NM_001010971.3,NM_001134663.2,NM_001134664.2	3	1
DNASE2B	NM_021233.2,NM_058248.1	2	1
SSX2IP	NM_001166293.2,NM_014021.4,NM_001166417.2,NM_001166294.2,NM_001166295.1	5	1
MCOLN2	NM_001330647.2,NM_153259.4	2	1
MCOLN3	NM_001253693.1,NM_018298.11	2	1
WDR63	NM_001288563.1,NM_145172.5	2	1
C1orf52	NR_024113.2,NM_198077.4	2	1
BCL10	NM_001320715.2,NM_003921.5	2	1
DDAH1	NM_001134445.2,NM_001330655.2,NM_012137.4	3	1
ZNHIT6	NM_017953.4,NM_001170670.1	2	1
COL24A1	NR_146345.1,NM_001349955.1,NR_146340.2,NR_146342.2,NR_146343.1,NR_146341.2,NR_146344.1,NM_152890.7	8	1
ODF2L	NM_001184766.1,NM_001184765.1,NM_001366779.1,NM_001366783.1,NM_001366784.1,NM_020729.3,NM_001366782.1,NM_001366781.1,NM_001007022.3	9	1
CLCA4	NM_012128.4,NR_024602.2	2	1
CLCA4-AS1	NR_135837.1,NR_135838.1	2	1
SH3GLB1	NM_001206651.1,NM_001206653.1,NM_016009.5,NM_001206652.2	4	1
SELENOF	NM_203341.2,NR_144513.1,NR_144512.1,NM_004261.5	4	1
HS2ST1	NM_012262.4,NM_001134492.2	2	1
LINC01140	NR_026989.1,NR_026988.1,NR_026985.1,NR_026986.1,NR_026987.1	5	1
LMO4	NM_006769.4,NM_001369491.1	2	1
PKN2	NM_001320707.1,NM_001320709.2,NM_006256.4,NM_001320708.2	4	1
KYAT3+RBMXL1	NR_146185.1,NR_146183.1,NM_001349449.1,NM_001349450.1,NM_001349448.1,NR_146184.1,NM_001008662.2,NM_001349447.1,NM_001008661.3,NM_019610.5,NM_001162536.3	11	2
GBP3	NM_001319180.1,NR_135007.1,NM_001319179.1,NM_018284.3,NM_001319181.1	5	1
GBP5	NM_052942.4,NM_001134486.3	2	1
GBP6	NM_001320257.1,NM_198460.2	2	1
LRRC8B	NM_001134476.2,NM_015350.4,NM_001369819.1,NM_001369817.1	4	1
LRRC8D	NM_001134479.2,NM_018103.5	2	1
ZNF326	NM_182975.3,NM_181781.4,NM_001320185.2,NM_182976.4	4	1
LINC02609	NR_135038.1,NR_147931.1,NR_147930.1,NR_147932.1	4	1
ZNF644	NM_016620.3,NM_032186.4,NM_201269.3	3	1
CDC7	NM_001134419.1,NM_003503.4,NM_001134420.1	3	1
TGFBR3	NR_036634.2,NM_001195684.1,NM_003243.5,NM_001195683.2	4	1
BRDT	NM_001242807.2,NM_001242805.2,NM_207189.3,NM_001242806.2,NM_001242808.2,NM_001242810.2,NM_001726.4	7	1
GLMN	NM_001319683.1,NR_135089.1,NM_053274.3	3	1
GFI1	NM_005263.5,NM_001127215.2,NM_001127216.2	3	1
EVI5	NM_001350197.2,NM_005665.6,NM_001308248.1,NM_001350198.2	4	1
RPL5	NR_146333.1,NM_000969.5	2	1
DIPK1A	NM_001252273.1,NM_001252269.1,NM_001252270.1,NM_001252271.1,NM_001006605.5	5	1
MTF2	NM_001164391.1,NM_001164393.1,NM_001164392.1,NM_007358.4	4	1
TMED5	NM_001167830.2,NR_030761.2,NM_016040.5	3	1
CCDC18	NM_206886.4,NM_001306076.1	2	1
FNBP1L	NM_017737.5,NM_001164473.2,NM_001024948.2	3	1
BCAR3	NM_001261408.2,NM_001308251.1,NM_001261410.2,NM_003567.4,NM_001261409.1	5	1
GCLM	NM_001308253.1,NM_002061.4	2	1
ARHGAP29	NM_004815.4,NM_001328664.2,NM_001328666.2,NM_001328665.2,NM_001328667.2	5	1
ABCD3	NM_001122674.1,NM_002858.4	2	1
F3	NM_001993.5,NM_001178096.1	2	1
SLC44A3-AS1	NR_160779.1,NR_160780.1,NR_104131.2,NR_160784.1,NR_160781.1,NR_160783.1,NR_160782.1	7	1
SLC44A3	NR_146575.2,NM_001258342.2,NM_001258343.2,NM_001258340.2,NM_001114106.3,NM_001258341.2,NM_001301079.2,NM_152369.5,NM_001350223.1	9	1
CNN3	NM_001286056.1,NM_001286055.1,NM_001839.5	3	1
ALG14	NR_131032.2,NM_001305242.2,NM_144988.4	3	1
RWDD3+TLCD4+TLCD4-RWDD3	NM_001199679.1,NM_152487.3,NM_001199691.1,NM_001278247.1,NM_001278248.1,NR_103484.1,NM_001128142.1,NR_103483.1,NM_001199682.1,NM_015485.5	10	3
LOC101928118	NR_125948.1,NR_125949.1	2	1
LINC02607	NR_110622.1,NR_110621.1	2	1
PTBP2	NM_021190.3,NM_001300988.1,NR_125357.2,NM_001300987.2,NM_001300989.2,NM_001300986.2,NM_001300990.2,NM_001300985.2,NR_125356.1	9	1
DPYD	NM_000110.4,NM_001160301.1	2	1
MIR137+MIR137HG	NR_046105.1,NR_029679.1	2	2
SNX7	NM_152238.4,NR_033716.2,NM_001364903.1,NM_015976.5	4	1
PLPPR5	NM_001037317.2,NM_001010861.3	2	1
PLPPR4	NM_001166252.1,NM_014839.4	2	1
FRRS1	NM_001013660.3,NM_001361041.2	2	1
AGL	NM_000642.3,NM_000028.2,NM_000643.2,NM_000644.2,NM_000646.2	5	1
SLC35A3	NM_012243.3,NM_001271684.2,NM_001271685.2	3	1
SASS6	NM_194292.3,NM_001304829.2	2	1
TRMT13	NM_019083.2,NR_135078.1	2	1
LRRC39	NM_001256385.1,NM_001256386.1,NM_001256387.1,NM_144620.3	4	1
RTCA-AS1	NR_110434.1,NR_110435.1	2	1
RTCA	NM_003729.3,NM_001130841.1	2	1
CDC14A	NM_001319211.1,NM_033313.2,NM_033312.2,NM_001319212.1,NM_001319210.2,NM_003672.4	6	1
VCAM1	NM_001199834.1,NM_080682.2,NM_001078.4	3	1
EXTL2	NM_001261440.1,NM_001439.3,NR_048570.1,NM_001261441.1,NM_001261442.1,NM_001033025.3	6	1
SLC30A7	NM_133496.5,NM_001144884.2	2	1
DPH5	NM_015958.3,NM_001077395.2,NM_001077394.1	3	1
S1PR1	NM_001320730.1,NM_001400.5	2	1
OLFM3	NM_058170.3,NM_001288823.1,NR_110210.1,NM_001288821.1,NR_110212.1,NR_110211.1	6	1
COL11A1	NM_001190709.1,NM_080629.2,NM_080630.4,NR_134980.2,NM_001854.4	5	1
LOC101928436	NM_001347929.1,NM_001347930.1,NM_001286997.2	3	1
RNPC3+AMY2B	NM_017619.4,NM_020978.4	2	2
AMY1A	NM_001008221.1,NM_004038.3	2	1
AMY1C	NM_001346780.1,NM_001008219.2	2	1
LINC01676	NR_125955.1,NR_125954.1	2	1
NTNG1	NM_001312688.2,NM_001372167.1,NM_014917.4,NM_001113226.3,NM_001372168.1,NM_001330665.2,NM_001372169.1,NM_001372166.1,NM_001113228.3,NM_001372171.1,NM_001372170.1	11	1
VAV3	NM_001079874.2,NM_006113.5	2	1
SLC25A24	NM_213651.3,NM_013386.5	2	1
NBPF6	NM_001143988.1,NM_001143987.1	2	1
HENMT1	NM_144584.2,NM_001102592.2	2	1
PRPF38B	NM_001349765.2,NM_001349771.2,NM_001349766.2,NM_001349764.2,NM_001349770.2,NM_001349762.2,NM_001349767.2,NM_001349769.2,NM_001349763.2,NM_001349758.2,NM_001349757.2,NM_001349761.2,NM_001349768.2,NM_018061.4,NM_001349759.2	15	1
AKNAD1	NR_049760.2,NM_152763.5	2	1
SPATA42	NR_049777.1,NR_034168.1	2	1
GPSM2	NM_001321039.2,NM_001321038.2,NM_013296.5	3	1
CLCC1	NM_001278202.1,NM_015127.4,NM_001048210.2,NM_001278203.1	4	1
WDR47	NM_014969.5,NM_001142551.1,NM_001142550.1	3	1
TMEM167B	NM_001322248.2,NR_136242.2,NM_020141.4,NR_136243.2	4	1
