gene	transcript	n_transcript	n_gene
LINC00624	NR_038423.2	1	1
BCL9	NM_004326.4	1	1
GJA8	NM_005267.5	1	1
PDZK1P1	NR_111936.1	1	1
RNVU1-7	NR_004426.2	1	1
PDE4DIPP1	NR_146087.1	1	1
LINC02805	NR_135559.1	1	1
LOC101927468	NR_120331.1	1	1
MIR5087	NR_049810.1	1	1
RNVU1-1	NR_104082.1	1	1
MIR6077	NR_106967.1	1	1
LOC100132057	NR_111930.1	1	1
RNVU1-3	NR_104081.1	1	1
PPIAL4G	NM_001123068.1	1	1
PPIAL4D	NM_001164261.1	1	1
RNVU1-14	NR_104075.1	1	1
RNVU1-15	NR_104076.1	1	1
PPIAL4E	NM_001144032.2	1	1
PPIAL4F	NM_001164262.2	1	1
LOC105371215	NR_160535.1	1	1
RNVU1-17	NR_104078.1	1	1
RNVU1-18	NR_004400.1	1	1
FCGR1CP	NR_027484.2	1	1
PPIAL4C	NM_001135789.3	1	1
LOC644634	NR_145442.2	1	1
FCGR1A	NM_000566.3	1	1
H3C13	NM_001123375.2	1	1
H4C14	NM_003548.2	1	1
H3C14	NM_021059.2	1	1
H2AC18	NM_003516.2	1	1
H2BC20P	NR_036461.1	1	1
H2AC19	NM_001040874.1	1	1
H3C15	NM_001005464.2	1	1
H4C15	NM_001034077.4	1	1
H2BC21	NM_003528.2	1	1
H2AC20	NM_003517.2	1	1
H2AC21	NM_175065.2	1	1
SF3B4	NM_005850.5	1	1
OTUD7B	NM_020205.4	1	1
LOC105371433	NR_135098.1	1	1
CA14	NM_012113.3	1	1
SNORD13C	NR_145745.1	1	1
MIR6878	NR_106938.1	1	1
FALEC	NR_051960.1	1	1
MIR4257	NR_036211.1	1	1
GOLPH3L	NM_018178.6	1	1
CTSK	NM_000396.4	1	1
CTXND2	NR_148929.1	1	1
ANXA9	NM_003568.3	1	1
C1orf56	NM_017860.5	1	1
MLLT11	NM_006818.4	1	1
TMOD4	NM_013353.3	1	1
ZNF687-AS1	NR_135595.1	1	1
GBAT2	NR_131972.1	1	1
PSMB4	NM_002796.3	1	1
CGN	NM_020770.3	1	1
MIR554	NR_030280.1	1	1
RIIAD1	NM_001144956.3	1	1
LINGO4	NM_001004432.4	1	1
C2CD4D	NM_001136003.1	1	1
THEM5	NM_182578.4	1	1
THEM4	NM_053055.5	1	1
S100A10	NM_002966.3	1	1
NBPF18P	NR_103561.1	1	1
S100A11	NM_005620.2	1	1
LOC100131107	NM_001310142.1	1	1
TCHHL1	NM_001008536.2	1	1
TCHH	NM_007113.3	1	1
RPTN	NM_001122965.1	1	1
HRNR	NM_001009931.2	1	1
FLG	NM_002016.2	1	1
FLG2	NM_001014342.3	1	1
CRNN	NM_016190.3	1	1
LCE5A	NM_178438.5	1	1
CRCT1	NM_019060.3	1	1
LCE3E	NM_178435.4	1	1
LCE3D	NM_032563.2	1	1
LCE3C	NM_178434.3	1	1
LCE3B	NM_178433.1	1	1
LCE3A	NM_178431.1	1	1
LINC00302	NR_145430.1	1	1
LCE2D	NM_178430.4	1	1
LCE2C	NM_178429.3	1	1
LCE2B	NM_014357.5	1	1
LCE2A	NM_178428.4	1	1
LCE4A	NM_178356.3	1	1
C1orf68	NM_001024679.3	1	1
KPRP	NM_001025231.2	1	1
LCE1F	NM_178354.2	1	1
LCE1E	NM_178353.2	1	1
LCE1D	NM_178352.3	1	1
LCE1B	NM_178349.2	1	1
LCE1A	NM_178348.2	1	1
LCE6A	NM_001128600.2	1	1
SMCP	NM_030663.3	1	1
IVL	NM_005547.3	1	1
SPRR4	NM_173080.3	1	1
SPRR1B	NM_003125.3	1	1
SPRR2D	NM_006945.5	1	1
SPRR2A	NM_005988.3	1	1
SPRR2B	NM_001017418.3	1	1
SPRR2E	NM_001024209.4	1	1
SPRR2F	NM_001014450.3	1	1
SPRR2C	NR_003062.1	1	1
SPRR2G	NM_001014291.4	1	1
LOC101928009	NR_110685.1	1	1
LELP1	NM_001010857.3	1	1
PRR9	NM_001195571.2	1	1
LOR	NM_000427.3	1	1
PGLYRP3	NM_052891.2	1	1
PGLYRP4	NM_020393.4	1	1
S100A9	NM_002965.4	1	1
S100A12	NM_005621.2	1	1
S100A7A	NM_176823.4	1	1
S100A7	NM_002963.4	1	1
S100A6	NM_014624.4	1	1
S100A5	NM_002962.1	1	1
LOC101928034	NR_125947.1	1	1
S100A3	NM_002960.2	1	1
S100A14	NM_020672.3	1	1
S100A1	NM_006271.2	1	1
NPR1	NM_000906.4	1	1
MIR8083	NR_107050.1	1	1
LOC343052	NR_126565.1	1	1
GATAD2B	NM_020699.4	1	1
CRTC2	NM_181715.3	1	1
MIR6737	NR_106795.1	1	1
JTB	NM_006694.4	1	1
MIR5698	NR_049883.1	1	1
MIR190B	NR_030600.1	1	1
C1orf189	NM_001010979.3	1	1
SNORA58B	NR_145714.1	1	1
AQP10	NM_080429.3	1	1
IL6R-AS1	NR_147855.1	1	1
UBE2Q1	NM_017582.7	1	1
UBE2Q1-AS1	NR_046668.1	1	1
CHRNB2	NM_000748.3	1	1
PYGO2	NM_138300.4	1	1
LOC101928120	NM_001321726.1	1	1
MIR4258	NR_036212.1	1	1
LENEP	NM_018655.3	1	1
DCST2	NM_144622.3	1	1
EFNA3	NM_004952.5	1	1
KRTCAP2	NM_173852.3	1	1
MIR92B	NR_030281.1	1	1
GBAP1	NR_002188.3	1	1
POU5F1P4	NR_034180.1	1	1
MSTO2P	NR_024117.2	1	1
SCARNA26B	NR_132767.1	1	1
SYT11	NM_152280.5	1	1
KHDC4	NM_014949.4	1	1
SNORA80E	NR_002974.1	1	1
SCARNA4	NR_003005.1	1	1
RXFP4	NM_181885.2	1	1
MIR6738	NR_106796.1	1	1
SSR2	NM_003145.4	1	1
MEX3A	NM_001093725.2	1	1
VHLL	NM_001004319.2	1	1
IQGAP3	NM_178229.5	1	1
TTC24	NM_001105669.3	1	1
NAXE	NM_144772.3	1	1
LOC101928177	NR_135113.1	1	1
HAPLN2	NM_021817.3	1	1
NES	NM_006617.2	1	1
PRCC	NM_005973.5	1	1
INSRR	NM_014215.3	1	1
LRRC71	NM_144702.3	1	1
MIR765	NR_030527.1	1	1
ETV3L	NM_001004341.2	1	1
CYCSP52	NR_001560.1	1	1
FCRL4	NM_031282.3	1	1
LOC105371458	NR_135760.1	1	1
KIRREL1-IT1	NR_145471.1	1	1
LINC01704	NR_033946.1	1	1
CD1C	NM_001765.3	1	1
CD1B	NM_001764.3	1	1
OR10T2	NM_001004475.1	1	1
OR10K2	NM_001004476.1	1	1
OR10K1	NM_001004473.1	1	1
OR10R2	NM_001004472.1	1	1
OR6Y1	NM_001005189.1	1	1
OR6P1	NM_001160325.1	1	1
OR10X1	NM_001004477.1	1	1
OR10Z1	NM_001004478.1	1	1
SPTA1	NM_003126.4	1	1
OR6K2	NM_001005279.2	1	1
OR6K3	NM_001005327.2	1	1
OR6K6	NM_001005184.1	1	1
OR6N1	NM_001005185.1	1	1
OR6N2	NM_001005278.1	1	1
MNDA	NM_002432.3	1	1
PYDC5	NM_001320010.1	1	1
CADM3-AS1	NR_037870.1	1	1
FCER1A	NM_002001.3	1	1
OR10J3	NM_001004467.1	1	1
OR10J5	NM_001004469.1	1	1
APCS	NM_001639.4	1	1
CFAP45	NM_012337.3	1	1
MIR4259	NR_130464.1	1	1
LINC01133	NR_038849.1	1	1
PIGM	NM_145167.3	1	1
KCNJ10	NM_002241.5	1	1
KCNJ9	NM_004983.3	1	1
ATP1A2	NM_000702.4	1	1
CASQ1	NM_001231.5	1	1
LOC729867	NR_123725.1	1	1
LOC100287049	NR_147618.1	1	1
SUMO1P3	NR_002190.1	1	1
NHLH1	NM_005598.4	1	1
VANGL2	NM_020335.3	1	1
ITLN1	NM_017625.3	1	1
LOC101928372	NR_110695.1	1	1
ITLN2	NM_080878.3	1	1
NECTIN4	NM_030916.3	1	1
PFDN2	NM_012394.4	1	1
LOC112543491	NR_156734.1	1	1
UFC1	NM_016406.4	1	1
FCER1G	NM_004106.2	1	1
APOA2	NM_001643.2	1	1
PCP4L1	NM_001102566.2	1	1
CFAP126	NM_001013625.4	1	1
HSPA6	NM_002155.5	1	1
FCGR2C	NR_047648.1	1	1
HSPA7	NR_024151.1	1	1
RPL31P11	NR_002595.1	1	1
DUSP12	NM_007240.3	1	1
ATF6	NM_007348.4	1	1
MIR4654	NR_039798.1	1	1
MIR556	NR_030283.1	1	1
SPATA46	NM_182581.4	1	1
SH2D1B	NM_053282.5	1	1
CCDC190	NM_178550.4	1	1
LOC101928404	NR_110699.1	1	1
LOC100422212	NR_104294.1	1	1
PBX1-AS1	NR_038072.1	1	1
LRRC52-AS1	NR_026744.2	1	1
LRRC52	NM_001005214.4	1	1
MGST3	NM_004528.4	1	1
LOC440700	NR_036683.1	1	1
TMCO1-AS1	NR_125374.1	1	1
MIR921	NR_030626.1	1	1
LINC01675	NR_146890.1	1	1
FMO9P	NR_002925.2	1	1
TADA1	NM_053053.4	1	1
ILDR2	NM_199351.3	1	1
GPA33	NM_005814.3	1	1
DUSP27	NM_001080426.3	1	1
LINC01363	NR_110811.1	1	1
CREG1	NM_003851.3	1	1
MIR1255B2	NR_031702.1	1	1
SFT2D2	NM_199344.3	1	1
ANKRD36BP1	NR_026844.1	1	1
TBX19	NM_005149.3	1	1
MIR557	NR_030284.1	1	1
LOC100505918	NR_037851.1	1	1
LOC101928565	NR_125956.1	1	1
XCL2	NM_003175.4	1	1
XCL1	NM_002995.3	1	1
DPT	NM_001937.5	1	1
LINC00626	NR_024160.1	1	1
LINC00970	NR_104091.1	1	1
LOC101928596	NR_135799.1	1	1
ATP1B1	NM_001677.4	1	1
F5	NM_000130.5	1	1
SELP	NM_003005.4	1	1
SELE	NM_000450.2	1	1
METTL11B	NM_001136107.1	1	1
MIR3119-2	NR_036065.1	1	1
MIR3119-1	NR_036064.1	1	1
LINC01681	NR_146891.1	1	1
LINC01142	NR_026957.1	1	1
GORAB-AS1	NR_125958.1	1	1
MIR1295A	NR_031627.1	1	1
MIR1295B	NR_049854.1	1	1
FMO6P	NR_002601.1	1	1
FMO4	NM_002022.3	1	1
TOP1P1	NR_002719.2	1	1
PRRC2C	NM_015172.4	1	1
MYOCOS	NM_001368164.1	1	1
MYOC	NM_000261.2	1	1
DNM3-IT1	NR_046845.1	1	1
MIR3120	NR_036066.1	1	1
TNFSF18	NM_005092.3	1	1
LOC100506023	NR_037845.1	1	1
LOC101928673	NR_125960.1	1	1
PRDX6	NM_004905.3	1	1
SLC9C2	NM_178527.4	1	1
TEX50	NM_001195190.3	1	1
KLHL20	NM_014458.4	1	1
GAS5-AS1	NR_037605.1	1	1
SNORD81	NR_003938.2	1	1
SNORD47	NR_002746.1	1	1
SNORD80	NR_003940.1	1	1
SNORD79	NR_003939.1	1	1
SNORD78	NR_003944.2	1	1
SNORD44	NR_002750.2	1	1
SNORD77	NR_003943.2	1	1
SNORD76	NR_003942.1	1	1
SNORD75	NR_003941.1	1	1
SNORD74	NR_002579.1	1	1
RABGAP1L-DT	NR_121197.1	1	1
GPR52	NM_005684.5	1	1
LOC101928696	NR_121196.1	1	1
TNN	NM_022093.2	1	1
LINC01657	NR_125964.1	1	1
MIR488	NR_030163.1	1	1
BRINP2	NM_021165.4	1	1
LINC01645	NR_126001.1	1	1
LINC01741	NR_110722.1	1	1
RASAL2-AS1	NR_027982.1	1	1
C1orf220	NR_033186.1	1	1
MIR4424	NR_039622.1	1	1
ANGPTL1	NM_004673.4	1	1
TOR3A	NM_022371.4	1	1
MIR12116	NR_162130.1	1	1
CEP350	NM_014810.5	1	1
LHX4	NM_033343.4	1	1
LHX4-AS1	NR_037642.1	1	1
ACBD6	NM_032360.4	1	1
MIR3121	NR_036067.1	1	1
OVAAL	NR_125716.1	1	1
KIAA1614	NM_020950.2	1	1
KIAA1614-AS1	NR_145481.1	1	1
IER5	NM_016545.5	1	1
LINC01732	NR_125966.1	1	1
LINC01699	NR_046249.1	1	1
ZNF648	NM_001009992.1	1	1
LINC01344	NR_104175.1	1	1
TEDDM1	NM_172000.4	1	1
LINC00272	NR_034131.1	1	1
RNASEL	NM_021133.4	1	1
RGS16	NM_002928.4	1	1
LINC01686	NR_036490.1	1	1
LINC01688	NR_146548.1	1	1
LOC647070	NR_148933.1	1	1
LAMC1	NM_002293.4	1	1
LAMC1-AS1	NR_149048.1	1	1
SMG7-AS1	NR_040063.1	1	1
APOBEC4	NM_203454.3	1	1
C1orf21	NM_030806.4	1	1
NIBAN1	NM_052966.4	1	1
LINC01633	NR_146489.1	1	1
RNF2	NM_007212.4	1	1
IVNS1ABP	NM_006469.5	1	1
GS1-279B7.1	NR_038424.1	1	1
LINC01350	NR_110793.1	1	1
HMCN1	NM_031935.3	1	1
TPR	NM_003292.3	1	1
PDC-AS1	NR_126002.1	1	1
PTGS2	NM_000963.4	1	1
PACERR	NR_125801.1	1	1
LINC01036	NR_126347.1	1	1
LINC01037	NR_132374.1	1	1
LINC01720	NR_033922.2	1	1
LINC01680	NR_146892.1	1	1
RGS18	NM_130782.3	1	1
RGS21	NM_001039152.3	1	1
RGS1	NM_002922.4	1	1
MIR4426	NR_039624.1	1	1
RGS2	NM_002923.4	1	1
LINC01032	NR_126003.1	1	1
SCARNA18B	NR_135615.1	1	1
CDC73	NM_024529.4	1	1
MIR1278	NR_031691.1	1	1
B3GALT2	NM_003783.3	1	1
LINC01031	NR_125789.1	1	1
LINC01724	NR_146895.1	1	1
MIR4735	NR_039888.1	1	1
CFHR1	NM_002113.2	1	1
CFHR5	NM_030787.4	1	1
F13B	NM_001994.2	1	1
C1orf53	NM_001024594.3	1	1
NEK7	NM_133494.3	1	1
MIR181A1HG	NR_040073.1	1	1
MIR181B1	NR_029612.1	1	1
MIR181A1	NR_029626.1	1	1
LINC01222	NR_110525.1	1	1
LINC01221	NR_126351.1	1	1
LINC02789	NR_147896.1	1	1
LINC00862	NR_040064.1	1	1
DDX59-AS1	NR_110787.1	1	1
GPR25	NM_005298.4	1	1
MROH3P	NR_147176.1	1	1
CACNA1S	NM_000069.3	1	1
ASCL5	NM_001270601.1	1	1
LAD1	NM_005558.4	1	1
TNNI1	NM_003281.4	1	1
RPS10P7	NR_026667.1	1	1
IPO9-AS1	NR_046696.1	1	1
MIR5191	NR_049823.1	1	1
MIR1231	NR_031599.1	1	1
IPO9	NM_018085.5	1	1
MIR6739	NR_106797.1	1	1
LMOD1	NM_012134.3	1	1
TIMM17A	NM_006335.3	1	1
SNORA70H	NR_145769.1	1	1
ELF3-AS1	NR_146472.1	1	1
MIR6740	NR_106798.1	1	1
GPR37L1	NM_004767.5	1	1
PTPRVP	NR_002930.2	1	1
MGAT4EP	NR_038135.2	1	1
LOC148709	NR_002929.2	1	1
RABIF	NM_002871.5	1	1
CYB5R1	NM_016243.3	1	1
MGAT4FP	NR_036557.1	1	1
MYOG	NM_002479.6	1	1
MYOPARR	NR_160550.1	1	1
MYBPH	NM_004997.3	1	1
CHI3L1	NM_001276.4	1	1
BTG2	NM_006763.3	1	1
OPTC	NM_014359.4	1	1
SNORA77	NR_003019.1	1	1
LINC00260	NR_046213.1	1	1
ZBED6	NM_001174108.2	1	1
LINC00303	NR_027902.1	1	1
SOX13	NM_005686.3	1	1
ERLNC1	NR_123739.1	1	1
REN	NM_000537.4	1	1
KISS1	NM_002256.4	1	1
GOLT1A	NM_198447.2	1	1
PLEKHA6	NM_014935.5	1	1
LINC00628	NR_027022.1	1	1
PPP1R15B	NM_032833.4	1	1
PIK3C2B	NM_002646.3	1	1
TMEM81	NM_203376.2	1	1
NUAK2	NM_030952.3	1	1
LEMD1-AS1	NR_038425.1	1	1
BLACAT1	NR_103783.1	1	1
MIR135B	NR_029893.1	1	1
LEMD1-DT	NR_148934.1	1	1
MFSD4A	NM_181644.5	1	1
SLC45A3	NM_033102.3	1	1
NUCKS1	NM_022731.5	1	1
SLC41A1	NM_173854.6	1	1
AVPR1B	NM_000707.5	1	1
MIR6769B	NR_106919.1	1	1
IL10	NM_000572.3	1	1
IL20	NM_018724.3	1	1
PIGR	NM_002644.4	1	1
C4BPA	NM_000715.4	1	1
CR1L	NM_175710.2	1	1
LOC148696	NR_026817.1	1	1
PLXNA2	NM_025179.4	1	1
LINC01717	NR_146914.1	1	1
LINC01774	NR_146915.1	1	1
LINC01696	NR_135085.1	1	1
LINC01698	NR_146491.1	1	1
CAMK1G	NM_020439.3	1	1
G0S2	NM_015714.4	1	1
C1orf74	NM_152485.4	1	1
UTP25	NM_014388.7	1	1
SERTAD4-AS1	NR_024337.2	1	1
KCNH1-IT1	NR_046784.1	1	1
LINC00467	NR_026761.2	1	1
SLC30A1	NM_021194.3	1	1
LINC01693	NR_131925.1	1	1
LOC91548	NR_148994.1	1	1
RPL21P28	NR_026911.1	1	1
MIR3122	NR_036068.1	1	1
SNORA16B	NR_004389.1	1	1
LINC01740	NR_125985.1	1	1
FAM71A	NM_153606.4	1	1
BATF3	NM_018664.3	1	1
SPATA45	NM_001024601.3	1	1
FLVCR1	NM_014053.4	1	1
PROX1-AS1	NR_037850.2	1	1
LINC00538	NR_046189.1	1	1
SMYD2	NM_020197.3	1	1
PTPN14	NM_005401.5	1	1
CENPF	NM_016343.4	1	1
SPATA17	NM_138796.4	1	1
SPATA17-AS1	NR_125784.1	1	1
LINC00210	NR_048550.1	1	1
LINC01653	NR_110794.1	1	1
RRP15	NM_016052.4	1	1
TGFB2-AS1	NR_046268.1	1	1
LINC02869	NR_146760.1	1	1
LINC01710	NR_146917.1	1	1
LYPLAL1-DT	NR_038845.1	1	1
LYPLAL1-AS1	NR_135822.1	1	1
ZC3H11B	NM_001355457.2	1	1
EPRS1	NM_004446.3	1	1
IARS2	NM_018060.4	1	1
MIR215	NR_029628.1	1	1
MIR194-1	NR_029711.1	1	1
RAB3GAP2	NM_012414.4	1	1
AURKAP1	NR_001587.1	1	1
C1orf115	NM_024709.5	1	1
MTARC1	NM_022746.4	1	1
RNU6ATAC35P	NR_157260.1	1	1
LINC01352	NR_110797.1	1	1
HLX-AS1	NR_046901.1	1	1
HLX	NM_021958.4	1	1
LINC02817	NR_024236.1	1	1
LINC01655	NR_125989.1	1	1
LINC02257	NR_149057.1	1	1
LINC02474	NR_149071.1	1	1
HHIPL2	NM_024746.4	1	1
AIDA	NM_022831.4	1	1
TLR5	NM_003268.6	1	1
CCDC185	NM_152610.3	1	1
CAPN8	NM_001143962.2	1	1
GTF2IP20	NR_132119.1	1	1
LOC101927143	NR_110669.1	1	1
LOC101927164	NR_110668.1	1	1
MIR320B2	NR_031574.2	1	1
MIR4742	NR_039896.1	1	1
TMEM63A	NM_014698.3	1	1
LEFTY1	NM_020997.4	1	1
MIR6741	NR_106799.1	1	1
SDE2	NM_152608.4	1	1
H3-3A	NM_002107.6	1	1
LINC01703	NR_146920.1	1	1
ACBD3	NM_022735.4	1	1
ACBD3-AS1	NR_146443.1	1	1
PARP1	NM_001618.4	1	1
STUM	NM_001003665.4	1	1
ITPKB	NM_002221.3	1	1
ITPKB-IT1	NR_103784.1	1	1
COQ8A	NM_020247.5	1	1
PRSS38	NM_183062.2	1	1
WNT9A	NM_003395.4	1	1
MIR5008	NR_049806.1	1	1
LOC107985355	NR_153418.1	1	1
WNT3A	NM_033131.4	1	1
LINC02809	NR_158166.1	1	1
MIR3620	NR_037415.1	1	1
GJC2	NM_020435.4	1	1
TRIM11	NM_145214.3	1	1
MIR6742	NR_106800.1	1	1
H3-4	NM_003493.2	1	1
H2AW	NM_033445.2	1	1
H2BU1	NM_175055.2	1	1
MIR4666A	NR_039812.1	1	1
RNF187	NM_001010858.3	1	1
BTNL10	NM_001287262.1	1	1
RNA5S1	NR_023363.1	1	1
RNA5S2	NR_023364.1	1	1
RNA5S3	NR_023365.1	1	1
RNA5S4	NR_023366.1	1	1
RNA5S5	NR_023367.1	1	1
RNA5S6	NR_023368.1	1	1
RNA5S7	NR_023369.1	1	1
RNA5S8	NR_023370.1	1	1
RNA5S9	NR_023371.1	1	1
RNA5S10	NR_023372.1	1	1
RNA5S11	NR_023373.1	1	1
RNA5S12	NR_023374.1	1	1
RNA5S13	NR_023375.1	1	1
RNA5S14	NR_023376.1	1	1
RNA5S15	NR_023377.1	1	1
RNA5S16	NR_023378.1	1	1
RNA5S17	NR_023379.1	1	1
CCSAP	NM_145257.5	1	1
ACTA1	NM_001100.4	1	1
NUP133	NM_018230.3	1	1
LOC101927478	NR_110630.1	1	1
ABCB10	NM_012089.3	1	1
LINC01736	NR_135116.1	1	1
PGBD5	NM_001258311.2	1	1
LINC01737	NR_146479.1	1	1
AGT	NM_000029.4	1	1
LOC101927604	NR_110681.1	1	1
LOC149373	NM_001256615.1	1	1
EXOC8	NM_175876.5	1	1
EGLN1	NM_022051.2	1	1
SNRPD2P2	NR_033826.1	1	1
LINC00582	NR_034037.1	1	1
DISC2	NR_002227.2	1	1
DISC1-IT1	NR_126441.1	1	1
SIPA1L2	NM_020808.4	1	1
LINC01745	NR_146922.1	1	1
LINC01744	NR_110683.1	1	1
MAP10	NM_019090.2	1	1
MAP3K21	NM_032435.3	1	1
KCNK1	NM_002245.4	1	1
MIR4427	NR_039625.1	1	1
MIR4671	NR_039818.1	1	1
TARBP1	NM_005646.4	1	1
LINC01354	NR_038426.1	1	1
LINC00184	NR_033927.1	1	1
LOC101927787	NR_125944.1	1	1
LINC01132	NR_038856.1	1	1
PP2672	NR_148962.1	1	1
LOC101927851	NR_125945.1	1	1
TOMM20	NM_014765.3	1	1
SNORA14B	NR_002956.1	1	1
MIR4753	NR_039908.1	1	1
MIR1537	NR_031718.1	1	1
NID1	NM_002508.3	1	1
GPR137B	NM_003272.4	1	1
ERO1B	NM_019891.4	1	1
LGALS8-AS1	NR_034040.1	1	1
HEATR1	NM_018072.6	1	1
MT1HL1	NM_001276687.2	1	1
RYR2	NM_001035.3	1	1
MIR4428	NR_039626.1	1	1
LOC100130331	NR_027247.2	1	1
ZP4	NM_021186.4	1	1
LINC01139	NR_015407.1	1	1
CHRM3-AS2	NR_103776.1	1	1
CHRM3-AS1	NR_046582.1	1	1
RPS7P5	NR_036695.1	1	1
GREM2	NM_022469.4	1	1
MIR3123	NR_036069.1	1	1
FH	NM_000143.3	1	1
KMO	NM_003679.5	1	1
OPN3	NM_014322.3	1	1
CHML	NM_001821.3	1	1
WDR64	NM_001367482.1	1	1
BECN2	NM_001290693.1	1	1
MAP1LC3C	NM_001004343.3	1	1
LINC01347	NR_029401.1	1	1
MIR4677	NR_039824.1	1	1
LINC02774	NR_033883.1	1	1
LOC101928068	NR_111907.1	1	1
KIF26B	NM_018012.4	1	1
KIF26B-AS1	NR_151721.1	1	1
LINC01743	NR_040002.1	1	1
TFB2M	NM_022366.3	1	1
SCCPDH	NM_016002.3	1	1
LINC01341	NR_015422.1	1	1
FLJ39095	NR_147502.1	1	1
C1orf229	NM_207401.2	1	1
MIR3916	NR_037480.1	1	1
VN1R5	NR_160309.1	1	1
OR2B11	NM_001004492.1	1	1
OR2W5	NM_001004698.2	1	1
OR2G2	NM_001001915.1	1	1
OR2G3	NM_001001914.1	1	1
OR13G1	NM_001005487.1	1	1
OR6F1	NM_001005286.1	1	1
OR14A2	NM_001355292.1	1	1
OR14K1	NM_001004732.2	1	1
OR1C1	NM_012353.2	1	1
OR14A16	NM_001001966.1	1	1
OR11L1	NM_001001959.1	1	1
TRIM58	NM_015431.4	1	1
OR2W3	NM_001001957.2	1	1
OR2T8	NM_001005522.1	1	1
OR2AJ1	NM_001355235.1	1	1
OR2L8	NM_001001963.1	1	1
OR2AK2	NM_001004491.1	1	1
OR2L1P	NR_002145.1	1	1
OR2L5	NM_001258284.1	1	1
OR2L2	NM_001004686.2	1	1
OR2L3	NM_001004687.1	1	1
OR2M1P	NR_002141.1	1	1
OR2M5	NM_001004690.1	1	1
OR2M2	NM_001004688.1	1	1
OR2M3	NM_001004689.1	1	1
OR2M4	NM_017504.1	1	1
OR2T33	NM_001004695.1	1	1
OR2T12	NM_001004692.1	1	1
OR2M7	NM_001004691.1	1	1
OR14C36	NM_001001918.1	1	1
OR2T4	NM_001004696.1	1	1
OR2T6	NM_001005471.1	1	1
OR2T1	NM_030904.1	1	1
OR2T7	NM_001355223.1	1	1
OR2T2	NM_001004136.1	1	1
OR2T3	NM_001005495.1	1	1
OR2T5	NM_001004697.2	1	1
OR2G6	NM_001013355.1	1	1
OR2T29	NM_001004694.2	1	1
OR2T34	NM_001001821.1	1	1
OR2T10	NM_001004693.1	1	1
OR2T11	NM_001001964.1	1	1
OR2T35	NM_001001827.1	1	1
OR2T27	NM_001001824.1	1	1
OR14I1	NM_001004734.1	1	1
LYPD9P	NR_125950.1	1	1
MIR3124	NR_036070.1	1	1
ZNF672	NM_024836.3	1	1
LOC102723376	NR_110795.1	1	1
TUBB8	NM_177987.2	1	1
DIP2C	NM_014974.3	1	1
LOC101930421	NR_147612.1	1	1
MIR5699	NR_049884.1	1	1
LOC101927762	NR_120629.1	1	1
GTPBP4	NM_012341.3	1	1
IDI2	NM_033261.3	1	1
WDR37	NM_014023.4	1	1
LINC00200	NR_015376.2	1	1
ADARB2	NM_018702.4	1	1
LINC00700	NR_040253.2	1	1
MIR6072	NR_106720.1	1	1
LINC00701	NR_038884.1	1	1
LINC02645	NR_136146.1	1	1
SNORD142	NR_132758.2	1	1
PITRM1-AS1	NR_038284.1	1	1
LOC105376360	NR_131187.1	1	1
LINC02639	NR_134490.1	1	1
MIR6078	NR_106726.1	1	1
LOC101927964	NR_120632.1	1	1
LINC00702	NR_108040.1	1	1
MANCR	NR_024475.1	1	1
LINC00705	NR_015425.1	1	1
AKR1C6P	NR_026743.1	1	1
AKR1C1	NM_001353.6	1	1
AKR1C8P	NR_027916.2	1	1
AKR1C4	NM_001818.4	1	1
LINC02561	NR_149060.1	1	1
UCN3	NM_053049.4	1	1
CALML5	NM_017422.5	1	1
CALML3	NM_005185.4	1	1
LINC02657	NR_134491.1	1	1
MIR3155A	NR_036111.1	1	1
MIR3155B	NR_039698.2	1	1
LINC02649	NR_040079.2	1	1
LINC02656	NR_148966.1	1	1
LINC02648	NR_120634.1	1	1
LINP1	NR_138480.1	1	1
LINC00706	NR_108074.1	1	1
LINC00707	NR_038291.1	1	1
SNORD129	NR_132972.1	1	1
ITIH2	NM_002216.3	1	1
TAF3	NM_031923.4	1	1
LINC00708	NR_108058.1	1	1
LOC105376398	NR_134492.1	1	1
LINC02676	NR_131944.1	1	1
LOC101928272	NR_120635.1	1	1
LINC00709	NR_108039.1	1	1
LINC02670	NR_120636.1	1	1
CELF2-DT	NR_120637.1	1	1
SFTA1P	NR_027082.1	1	1
CELF2-AS2	NR_046108.1	1	1
CELF2-AS1	NR_126062.1	1	1
LOC107984208	NR_160647.1	1	1
ECHDC3	NM_024693.5	1	1
PROSER2	NM_153256.4	1	1
PROSER2-AS1	NR_038222.1	1	1
DHTKD1	NM_018706.7	1	1
MIR548AK	NR_039699.1	1	1
CDC123	NM_006023.3	1	1
MIR4480	NR_039700.1	1	1
MIR4481	NR_039701.1	1	1
MIR548Q	NR_031752.1	1	1
PRPF18	NM_003675.4	1	1
LOC101928453	NR_120638.1	1	1
MIR4293	NR_036181.1	1	1
MIR1265	NR_031668.1	1	1
CDNF	NM_001029954.3	1	1
RPP38-DT	NR_160789.1	1	1
PPIAP30	NR_036506.1	1	1
FAM171A1	NM_001010924.2	1	1
C1QL3	NM_001010908.2	1	1
CUBN	NM_001081.4	1	1
VIM	NM_003380.5	1	1
ST8SIA6-AS1	NR_034129.1	1	1
HACD1	NM_014241.4	1	1
STAM-AS1	NR_110370.1	1	1
TMEM236	NM_001098844.3	1	1
MRC1	NM_002438.4	1	1
MIR511	NR_030167.1	1	1
SLC39A12-AS1	NR_038419.1	1	1
